MaxDebt	StorageCapacity	FAF	MaritimeFoodResources	OtherCalorieSources	RainfallVariability	RecoverRate	DepletionRate	DegradationFactor	Oikoi	Settlements	CoastalSettlements	InlandSettlements	Migrations	AreaCultivated	CommercialExchanges	TradeDistance
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	42	13	2	11	2	4,112824384	31	112,19
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	6	2	1	1	1	4,146235992	5	23,27
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	94	22	9	13	11	4,048406195	73	100,94
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	99	20	11	9	8	3,95326454	87	99,93
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	52	9	4	5	7	3,997846992	31	56,42
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	93	18	4	14	8	3,935121103	71	108,90
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	56	20	10	10	8	4,396110537	32	77,02
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	69	20	10	10	6	3,808963015	47	101,04
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	81	14	3	11	8	4,125111902	69	100,75
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	130	22	8	14	11	3,883323753	89	104,15
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	57	16	6	10	6	4,782047097	44	87,98
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	84	18	3	15	10	4,242557656	68	97,75
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	66	17	9	8	6	4,144842101	60	105,51
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	56	13	5	8	3	4,000009636	39	86,12
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	57	13	7	6	6	4,358491362	36	104,65
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	77	14	8	6	11	4,068124788	65	71,25
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	64	18	5	13	9	4,298359887	46	76,84
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	85	25	8	17	13	4,21672925	74	95,01
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	37	8	4	4	1	4,124445624	28	77,17
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	83	20	7	13	16	4,217345902	67	89,04
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	43	13	2	11	3	4,13094563	35	100,18
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	6	2	1	1	0	4,146235992	5	16,88
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	88	22	9	13	14	4,197783795	69	91,81
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	104	20	11	9	10	3,914408554	81	90,23
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	47	9	4	5	7	4,250253209	32	66,39
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	89	18	4	14	5	4,011268331	70	108,36
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	55	20	10	10	2	4,493577613	43	80,36
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	72	20	10	10	6	3,815993222	50	95,23
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	79	14	3	11	6	4,202381805	69	107,99
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	126	22	8	14	21	4,003315057	85	96,36
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	56	17	7	10	6	4,901345017	40	94,60
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	81	18	3	15	11	4,301019373	66	105,84
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	69	16	8	8	7	4,119424009	50	103,19
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	49	13	5	8	4	4,142603126	36	70,50
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	55	13	7	6	11	4,550423716	40	90,35
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	78	14	8	6	12	4,130204254	63	76,38
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	65	17	5	12	11	4,338504992	47	83,37
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	85	25	8	17	6	4,217918075	66	98,26
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	36	8	4	4	5	4,183620991	30	64,54
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	83	20	7	13	13	4,298298565	62	89,38
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	42	12	2	10	4	4,180477556	34	101,59
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	5	2	1	1	0	4,37746183	5	13,38
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	88	21	8	13	13	4,297210783	61	92,19
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	106	20	11	9	19	4,014845619	66	93,96
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	44	9	4	5	5	4,291326075	33	60,38
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	86	18	4	14	6	4,103803146	64	106,65
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	56	20	10	10	9	4,639606057	38	86,45
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	73	20	10	10	5	3,735958455	48	100,33
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	82	14	3	11	8	4,171196345	63	103,68
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	120	21	8	13	20	4,053236958	88	103,79
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	53	18	7	11	7	4,861998917	43	91,32
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	81	18	3	15	8	4,303206246	64	103,84
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	65	16	8	8	9	4,203904571	54	103,11
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	51	13	5	8	2	4,05775676	38	74,86
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	57	13	7	6	7	4,528444546	41	98,04
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	81	15	8	7	11	4,173503974	61	78,44
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	64	17	5	12	7	4,406287468	51	84,62
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	90	25	8	17	9	4,223896027	68	104,87
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	35	8	4	4	3	4,19257499	29	57,32
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	81	20	7	13	12	4,438609112	63	85,73
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	44	11	2	9	5	4,192099419	32	79,33
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	5	2	1	1	0	4,37746183	5	10,18
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	85	21	8	13	5	4,377968039	73	98,83
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	105	20	11	9	15	4,090433562	76	102,08
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	43	9	4	5	2	4,363927803	37	82,09
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	88	18	4	14	7	4,122566875	62	111,06
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	60	20	10	10	7	4,659176412	42	70,80
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	72	18	10	8	4	3,784385113	48	104,33
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	82	14	3	11	10	4,161749242	54	101,08
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	118	22	9	13	17	4,203077246	82	100,35
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	49	18	8	10	5	4,915455331	45	92,06
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	77	18	3	15	6	4,335126521	70	103,76
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	62	15	8	7	6	4,26386955	53	92,69
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	51	13	5	8	3	4,076378631	42	91,26
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	50	13	7	6	8	4,801578447	42	99,91
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	81	15	8	7	7	4,173652243	68	76,35
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	67	17	5	12	6	4,370859595	56	92,21
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	92	25	8	17	7	4,196099039	75	110,95
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	35	8	4	4	3	4,248542449	31	71,82
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	83	20	7	13	3	4,16731429	71	91,37
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	47	11	2	9	2	4,157727379	36	101,37
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	5	2	1	1	0	4,37746183	5	7,72
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	83	21	8	13	4	4,38914529	77	99,29
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	107	19	10	9	12	4,151611878	92	88,25
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	45	9	4	5	1	4,193213906	40	82,37
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	84	18	4	14	7	4,095512352	72	105,99
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	59	20	10	10	6	4,653612744	45	79,13
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	71	18	10	8	3	3,67188652	59	84,77
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	84	14	3	11	10	4,09809295	68	114,65
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	22	9	13	7	4,16658712	94	92,63
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	53	18	8	10	3	4,677910909	45	97,18
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	78	16	3	13	8	4,243575353	62	111,41
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	59	15	8	7	7	4,311629375	45	88,74
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	54	13	5	8	3	4,052240745	40	65,56
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	50	13	7	6	8	4,919897651	38	84,31
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	79	15	8	7	9	4,21661028	69	70,87
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	65	17	5	12	8	4,413230125	59	97,16
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	94	25	8	17	8	4,168277276	77	109,95
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	37	8	4	4	3	4,232818033	30	71,38
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	82	20	7	13	9	4,313661258	68	88,81
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	51	11	2	9	6	4,121156548	33	100,53
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	5	2	1	1	0	4,37746183	5	15,38
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	83	21	8	13	8	4,378681542	73	98,33
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	103	19	10	9	14	4,148692262	90	96,58
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	47	9	4	5	6	4,142919502	40	99,39
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	88	17	4	13	4	4,067572057	71	90,57
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	60	20	10	10	6	4,591976285	41	86,96
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	75	18	10	8	6	3,700699323	56	94,09
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	80	15	4	11	12	4,117697326	60	111,86
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	21	9	12	8	4,098791493	96	97,92
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	49	18	8	10	10	4,812078182	40	77,96
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	75	16	3	13	13	4,293782516	54	104,03
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	57	13	8	5	8	4,459045084	42	68,57
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	57	13	5	8	2	4,07990517	41	66,63
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	49	13	7	6	6	4,899060715	37	92,69
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	72	16	9	7	9	4,26491272	64	63,50
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	66	17	5	12	7	4,436595963	53	96,55
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	93	25	8	17	12	4,273596414	72	102,44
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	35	8	4	4	6	4,24568087	30	60,22
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	82	20	7	13	7	4,36058344	65	90,11
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	53	11	2	9	6	4,280317929	30	90,15
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	4	2	1	1	0	3,982197828	5	12,99
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	76	22	9	13	9	4,364099118	70	109,79
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	106	19	10	9	12	4,207789375	78	93,66
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	47	9	4	5	9	4,242276361	36	87,35
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	81	17	4	13	7	4,187409157	69	100,95
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	59	20	10	10	9	4,782802514	38	92,34
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	77	18	10	8	3	3,776207915	52	79,55
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	82	15	4	11	8	4,123426198	56	101,00
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	20	8	12	16	4,155886035	90	100,83
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	51	18	8	10	9	4,947562001	29	79,73
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	73	15	3	12	24	4,633115626	29	100,66
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	55	13	8	5	13	4,579653646	35	86,28
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	61	13	5	8	8	4,146700051	33	86,44
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	49	13	7	6	10	4,919399818	33	86,35
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	70	16	9	7	12	4,412500254	48	75,27
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	60	17	5	12	8	4,480923882	45	88,37
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	98	26	9	17	14	4,277618243	64	110,81
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	33	8	4	4	9	4,732272871	14	64,02
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	74	20	7	13	16	4,626284613	46	90,28
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	53	8	2	6	16	4,702673092	19	92,30
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	4	2	1	1	0	3,982197828	4	6,49
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	78	20	8	12	8	4,33898343	52	101,54
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	107	17	8	9	23	4,286025264	59	98,35
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	46	9	4	5	14	4,566338735	18	87,49
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	72	17	4	13	11	4,526238294	41	102,26
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	58	18	9	9	13	4,998671632	36	89,87
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	78	18	10	8	15	4,039902978	34	74,93
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	80	15	4	11	22	4,413244207	33	101,06
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	113	19	7	12	23	4,382044693	63	100,26
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	53	18	8	10	6	4,964511251	35	79,08
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	73	15	3	12	17	4,791844307	39	113,93
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	56	13	8	5	13	4,739958409	23	76,51
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	59	13	5	8	8	4,367390556	34	57,21
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	51	13	7	6	9	4,95885966	32	91,66
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	66	16	9	7	9	4,527938955	50	54,92
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	57	18	5	13	7	4,5930567	39	91,12
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	101	24	8	16	16	4,344785817	64	106,56
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	33	7	3	4	6	4,851586228	19	75,32
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	73	20	7	13	11	4,635109969	51	81,80
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	49	8	2	6	10	5,022861351	27	88,17
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	4	2	1	1	0	3,982197828	4	12,99
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	79	19	8	11	13	4,310528241	52	108,26
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	104	16	8	8	26	4,464566631	61	85,09
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	46	10	5	5	7	4,632088841	24	76,99
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	70	17	4	13	6	4,678716586	43	92,49
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	52	17	9	8	9	5,227030971	33	70,65
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	76	15	9	6	8	4,194806667	49	81,70
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	78	15	4	11	17	4,69695638	39	104,21
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	115	19	7	12	23	4,466425829	64	102,85
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	49	18	8	10	6	5,123426049	39	89,46
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	74	14	3	11	8	4,845985315	56	106,23
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	51	13	8	5	6	4,79668528	36	79,10
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	57	13	5	8	5	4,417048266	42	65,75
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	54	13	7	6	7	4,941647772	32	86,52
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	69	16	9	7	7	4,530400063	49	63,86
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	56	18	5	13	10	4,708618866	41	91,47
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	105	24	8	16	16	4,449724063	61	105,86
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	33	7	3	4	6	4,7314037	21	66,89
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	70	20	7	13	11	4,691555206	48	79,13
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	48	8	2	6	7	4,943163134	29	103,05
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	4	2	1	1	0	4,230714649	3	12,99
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	74	19	8	11	11	4,517905635	55	98,51
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	105	18	10	8	16	4,542920828	58	98,60
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	42	10	5	5	9	4,950905707	30	80,07
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	68	17	4	13	5	4,685230686	49	96,92
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	53	17	9	8	7	5,220096617	38	94,52
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	79	15	9	6	5	4,219074575	57	77,77
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	73	15	4	11	9	4,840035486	51	103,27
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	116	19	7	12	15	4,471009669	77	107,49
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	51	17	8	9	2	5,058796736	39	80,31
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	76	14	3	11	7	4,783603283	61	110,29
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	52	13	8	5	6	4,722929074	35	74,07
1	1,5	1	0,2	0,1	0,05	0,1	0,3	0	56	13	5	8	8	4,505976161	45	72,82
