MaxDebt	StorageCapacity	FAF	MaritimeFoodResources	OtherCalorieSources	RainfallVariability	RecoverRate	DepletionRate	DegradationFactor	Oikoi	Settlements	CoastalSettlements	InlandSettlements	Migrations	AreaCultivated	CommercialExchanges	TradeDistance
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	268	26	6	20	6	2,777710566	255	101,14
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	267	40	11	29	9	2,797152333	260	103,27
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	240	35	8	27	10	2,664932282	230	107,64
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	369	43	17	26	9	2,705449656	360	103,90
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	332	41	10	31	9	2,711971063	329	105,44
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	328	39	14	25	8	2,706346668	316	104,68
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	229	29	4	25	3	2,767980164	226	93,92
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	218	29	9	20	6	2,801858275	217	103,48
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	236	31	9	22	6	2,869424042	230	99,03
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	263	39	10	29	10	2,700868411	261	99,14
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	179	27	8	19	4	2,664020582	169	103,64
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	226	30	11	19	7	2,779585368	227	108,81
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	248	34	12	22	8	2,697872062	249	98,09
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	473	37	17	20	0	2,092163511	479	104,40
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	605	43	15	28	0	2,10475586	611	110,94
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	665	44	10	34	1	2,120769445	662	103,33
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	558	36	10	26	1	2,106449811	567	101,75
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	436	39	10	29	2	2,104612902	438	98,45
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	660	48	18	30	1	2,109755482	658	105,32
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	505	40	9	31	0	2,102051309	504	107,90
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	601	52	20	32	4	2,116951612	598	108,75
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	512	40	12	28	1	2,085100831	520	104,18
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	554	37	11	26	3	2,1125121	535	107,39
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	507	33	5	28	0	2,140705497	509	101,89
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	460	32	9	23	1	2,084079606	459	97,42
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	474	43	9	34	0	2,093953358	473	101,31
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	596	39	11	28	0	2,106370869	582	105,40
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	642	45	17	28	1	2,09562142	642	103,38
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	556	33	7	26	0	2,08560306	545	107,91
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	548	44	17	27	1	2,101288306	548	104,97
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	425	34	8	26	2	2,098118599	415	94,02
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	461	35	12	23	1	2,077346674	452	102,83
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	527	36	9	27	0	2,097738266	525	106,26
1	1,5	1	0	0,1	0,05	0,1	0,3	1	69	22	11	11	7	5,065740797	58	93,98
1	1,5	1	0	0,1	0,05	0,1	0,3	1	1	2	0	2	0	5,902448231	1	0,00
1	1,5	1	0	0,1	0,05	0,1	0,3	1	53	12	3	9	5	5,395715884	47	111,21
1	1,5	1	0	0,1	0,05	0,1	0,3	1	22	5	3	2	3	5,139270049	20	36,46
1	1,5	1	0	0,1	0,05	0,1	0,3	1	55	10	3	7	2	4,814339632	40	94,12
1	1,5	1	0	0,1	0,05	0,1	0,3	1	19	5	5	0	1	5,322270178	18	41,91
1	1,5	1	0	0,1	0,05	0,1	0,3	1	33	6	5	1	4	4,867221166	32	82,07
1	1,5	1	0	0,1	0,05	0,1	0,3	1	31	11	4	7	5	5,672604602	27	79,15
1	1,5	1	0	0,1	0,05	0,1	0,3	1	37	8	5	3	3	5,734652074	32	88,78
1	1,5	1	0	0,1	0,05	0,1	0,3	1	33	7	2	5	1	4,86011361	30	89,20
1	1,5	1	0	0,1	0,05	0,1	0,3	1	38	10	5	5	0	5,331896315	37	99,05
1	1,5	1	0	0,1	0,05	0,1	0,3	1	35	6	4	2	3	4,300072669	31	98,33
1	1,5	1	0	0,1	0,05	0,1	0,3	1	53	13	6	7	1	5,071828423	49	54,09
1	1,5	1	0	0,1	0,05	0,1	0,3	1	41	6	3	3	3	5,173698687	37	106,43
1	1,5	1	0	0,1	0,05	0,1	0,3	1	26	8	2	6	2	5,540250976	24	73,48
1	1,5	1	0	0,1	0,05	0,1	0,3	1	20	5	2	3	4	5,196064168	17	57,29
1	1,5	1	0	0,1	0,05	0,1	0,3	1	27	4	3	1	2	5,021176526	25	18,09
1	1,5	1	0	0,1	0,05	0,1	0,3	1	32	11	4	7	0	5,417336123	28	91,85
1	1,5	1	0	0,1	0,05	0,1	0,3	1	10	4	1	3	0	5,07589319	10	78,92
1	1,5	1	0	0,1	0,05	0,1	0,3	1	21	5	2	3	2	5,029942532	19	37,66
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	62	16	8	8	6	4,441864183	56	99,05
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	46	8	4	4	1	4,110481522	39	35,72
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	40	9	4	5	1	4,459270826	35	95,33
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	29	4	3	1	1	4,206130895	28	85,87
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	61	13	3	10	4	4,321766637	56	87,41
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	82	16	6	10	7	4,494890256	74	85,56
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	23	12	8	4	1	5,075123093	21	120,21
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	58	8	5	3	3	4,482269654	50	82,15
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	23	5	2	3	1	4,797300282	22	53,33
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	74	16	8	8	4	4,351447932	72	73,59
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	47	16	9	7	3	4,591180782	37	96,01
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	58	12	5	7	4	4,616615526	55	88,57
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	43	10	3	7	3	5,184099475	39	70,27
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	69	15	3	12	7	4,536975686	62	99,70
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	68	13	4	9	4	4,580743114	62	103,61
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	72	12	6	6	6	4,259463749	67	35,91
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	71	14	7	7	5	4,635770792	70	104,85
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	39	8	4	4	2	5,179674165	34	68,18
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	34	8	5	3	2	4,314127081	29	105,59
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	95	14	5	9	9	4,496493187	88	104,26
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	106	27	10	17	8	3,816956669	98	106,74
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	109	23	8	15	5	3,744178885	98	88,30
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	170	28	16	12	8	3,512677214	163	107,35
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	96	20	5	15	3	3,676766765	90	87,03
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	143	28	7	21	7	3,748328409	135	92,88
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	84	16	5	11	4	3,872112817	84	84,24
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	95	21	6	15	5	3,701237565	92	97,98
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	143	24	7	17	12	3,712783466	137	102,07
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	46	8	2	6	3	4,049952145	40	85,07
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	41	17	1	16	3	4,139839191	38	78,28
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	136	30	7	23	11	3,565180533	122	108,33
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	166	36	12	24	9	3,908412044	152	98,22
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	96	24	7	17	4	3,747366002	84	90,05
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	144	33	14	19	11	3,796013264	141	104,90
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	110	26	15	11	6	3,840756528	107	95,06
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	130	22	4	18	8	3,709769151	123	106,38
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	112	27	9	18	6	3,908101757	111	103,98
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	133	35	12	23	9	3,684686553	119	106,16
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	51	12	5	7	1	4,122166105	51	112,09
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	81	16	3	13	8	3,86753156	80	98,01
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	278	35	13	22	8	2,729498088	271	99,39
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	270	32	9	23	9	2,758232891	258	109,18
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	242	30	9	21	12	2,772578899	230	105,92
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	316	38	12	26	13	2,63366008	300	109,15
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	194	24	11	13	2	2,714855304	190	110,01
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	324	41	20	21	7	2,692693708	316	110,27
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	305	35	9	26	9	2,815187305	307	91,27
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	267	26	6	20	8	2,776921963	262	103,44
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	274	40	11	29	8	2,780487151	261	103,18
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	239	35	8	27	8	2,655327616	232	110,51
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	364	43	17	26	12	2,696116413	366	101,71
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	340	41	10	31	6	2,686622321	327	100,44
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	330	39	14	25	8	2,704969367	324	99,55
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	230	30	5	25	5	2,755782602	225	103,38
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	216	29	9	20	4	2,782281714	213	100,58
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	249	31	9	22	9	2,855969872	230	102,50
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	273	39	10	29	7	2,667782426	257	104,12
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	183	27	8	19	7	2,676774985	176	98,79
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	224	30	11	19	7	2,755578539	221	104,14
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	238	34	12	22	8	2,71480494	245	95,50
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	480	37	17	20	1	2,092894526	472	103,30
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	617	43	15	28	0	2,091466494	605	105,87
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	650	44	10	34	1	2,11743918	665	107,11
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	536	36	10	26	2	2,110856037	556	111,18
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	436	40	11	29	0	2,102328425	436	97,62
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	656	48	18	30	1	2,099829594	660	101,47
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	501	40	9	31	0	2,098925496	505	108,60
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	613	52	20	32	1	2,11465571	601	104,08
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	506	40	12	28	2	2,082212119	512	103,19
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	545	37	11	26	0	2,105326848	554	105,74
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	512	33	5	28	1	2,133592001	507	100,72
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	459	32	9	23	1	2,082097139	458	105,97
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	479	43	9	34	1	2,084692239	472	104,20
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	601	39	11	28	1	2,103815424	596	103,29
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	648	45	17	28	1	2,094699318	642	104,59
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	565	33	7	26	1	2,078971877	554	104,45
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	555	44	17	27	2	2,101801887	546	109,03
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	426	34	8	26	0	2,093230699	424	92,48
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	464	35	12	23	1	2,074717073	461	102,16
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	522	36	9	27	2	2,098693545	526	104,86
1	1,5	1	0	0,1	0,05	0,1	0,3	1	63	22	11	11	9	5,206838904	58	86,39
1	1,5	1	0	0,1	0,05	0,1	0,3	1	1	2	0	2	0	5,902448231	1	0,00
1	1,5	1	0	0,1	0,05	0,1	0,3	1	53	12	3	9	3	5,322853879	48	101,93
1	1,5	1	0	0,1	0,05	0,1	0,3	1	22	5	3	2	0	5,048728236	19	64,36
1	1,5	1	0	0,1	0,05	0,1	0,3	1	54	10	3	7	5	4,813508778	45	86,77
1	1,5	1	0	0,1	0,05	0,1	0,3	1	19	5	5	0	1	5,374588888	18	70,26
1	1,5	1	0	0,1	0,05	0,1	0,3	1	33	6	5	1	3	4,985033313	31	101,06
1	1,5	1	0	0,1	0,05	0,1	0,3	1	31	11	4	7	5	5,36218308	28	79,68
1	1,5	1	0	0,1	0,05	0,1	0,3	1	35	8	5	3	2	5,667966732	33	104,79
1	1,5	1	0	0,1	0,05	0,1	0,3	1	34	7	2	5	0	4,773160128	29	94,99
1	1,5	1	0	0,1	0,05	0,1	0,3	1	34	10	5	5	1	5,353624827	37	68,05
1	1,5	1	0	0,1	0,05	0,1	0,3	1	35	6	4	2	3	4,383550277	31	92,24
1	1,5	1	0	0,1	0,05	0,1	0,3	1	53	13	6	7	5	5,092486874	49	59,94
1	1,5	1	0	0,1	0,05	0,1	0,3	1	44	6	3	3	1	4,869950501	37	91,48
1	1,5	1	0	0,1	0,05	0,1	0,3	1	27	8	2	6	1	5,299319805	22	73,65
1	1,5	1	0	0,1	0,05	0,1	0,3	1	20	5	2	3	3	5,343623815	18	50,10
1	1,5	1	0	0,1	0,05	0,1	0,3	1	24	4	3	1	1	4,865700227	26	21,94
1	1,5	1	0	0,1	0,05	0,1	0,3	1	32	11	4	7	3	5,324635058	28	85,74
1	1,5	1	0	0,1	0,05	0,1	0,3	1	10	4	1	3	0	4,78354637	10	33,38
1	1,5	1	0	0,1	0,05	0,1	0,3	1	21	5	2	3	4	5,264021899	18	44,11
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	63	16	8	8	3	4,449546925	59	93,82
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	43	8	4	4	2	4,278363424	41	53,36
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	42	9	4	5	1	4,342956361	39	80,95
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	29	4	3	1	2	4,272731712	26	84,15
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	60	13	3	10	4	4,424403273	56	73,60
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	84	16	6	10	6	4,505590892	75	85,05
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	20	12	8	4	1	4,94846216	22	85,36
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	59	8	5	3	3	4,505622853	55	83,78
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	24	5	2	3	1	4,759660573	20	61,04
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	74	16	8	8	7	4,338637053	68	79,84
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	49	16	9	7	3	4,46605136	41	94,60
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	61	12	5	7	1	4,392587318	54	96,78
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	46	10	3	7	1	4,997792685	40	70,82
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	69	15	3	12	6	4,59112544	59	97,56
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	68	13	4	9	2	4,554079388	64	101,44
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	70	12	6	6	3	4,301952924	66	43,74
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	68	14	7	7	2	4,564524923	68	96,14
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	40	8	4	4	1	5,149117098	37	84,27
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	33	8	5	3	3	4,204105263	32	74,58
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	94	14	5	9	7	4,501607109	89	96,17
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	104	27	10	17	7	3,823808899	103	97,53
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	114	23	8	15	9	3,718895868	98	97,97
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	167	28	16	12	11	3,511082857	162	106,74
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	95	20	5	15	6	3,632565239	93	100,46
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	147	28	7	21	8	3,680643574	136	101,41
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	83	16	5	11	1	3,835661669	83	84,98
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	93	21	6	15	5	3,65394259	88	92,50
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	140	24	7	17	5	3,664776364	135	94,67
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	46	8	2	6	5	4,049441594	40	71,12
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	42	17	1	16	2	3,947768447	39	87,72
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	136	30	7	23	11	3,550680269	129	102,67
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	170	35	11	24	11	3,921094731	155	92,02
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	98	25	7	18	7	3,752794831	91	92,32
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	145	34	15	19	9	3,770576748	135	95,28
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	107	26	15	11	5	3,800423624	104	97,95
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	131	22	4	18	7	3,697709397	122	100,00
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	112	27	9	18	3	3,899104981	104	101,70
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	133	35	12	23	12	3,647994745	122	102,60
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	50	12	5	7	3	4,20477339	48	94,52
1	1,5	1	0,4	0,1	0,05	0,1	0,3	1	78	16	3	13	2	3,85315031	77	99,52
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	272	35	13	22	7	2,68383821	274	100,62
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	280	32	9	23	6	2,717391384	266	98,76
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	237	30	9	21	4	2,759467247	235	113,34
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	314	38	12	26	16	2,647117776	309	109,41
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	192	24	11	13	4	2,712050021	192	107,63
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	328	41	20	21	10	2,681276107	320	113,73
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	302	35	9	26	9	2,816807371	300	96,24
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	264	27	7	20	8	2,797083838	261	94,96
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	279	40	11	29	7	2,738095738	268	97,09
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	229	35	8	27	7	2,653757142	233	108,35
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	360	44	17	27	9	2,651545916	358	101,47
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	331	41	10	31	9	2,666471956	335	97,83
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	334	39	14	25	7	2,69057398	326	108,61
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	229	30	5	25	7	2,755198559	228	100,11
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	220	29	9	20	7	2,772621866	210	98,56
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	234	31	9	22	7	2,851341043	242	102,32
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	275	39	10	29	13	2,666648499	265	106,69
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	180	27	8	19	7	2,693565727	180	105,25
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	226	30	11	19	4	2,753255448	219	116,47
1	1,5	1	0,6	0,1	0,05	0,1	0,3	1	237	34	12	22	3	2,688652346	236	92,27
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	491	37	17	20	0	2,0888333	480	99,45
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	611	43	15	28	1	2,085941446	617	101,39
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	663	44	10	34	0	2,11213183	650	98,45
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	545	36	10	26	2	2,11086753	535	100,49
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	441	40	11	29	1	2,101159241	435	95,72
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	659	48	18	30	0	2,097869727	655	104,84
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	502	40	9	31	0	2,096752211	500	106,46
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	613	52	20	32	1	2,109849036	613	104,68
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	505	41	13	28	1	2,080457581	506	104,22
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	544	37	11	26	1	2,094655064	545	109,81
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	512	33	5	28	1	2,12388838	512	103,44
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	449	32	9	23	0	2,081716088	458	100,87
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	466	43	9	34	0	2,078620052	479	102,23
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	612	39	11	28	1	2,103557511	601	105,95
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	650	45	17	28	3	2,095934187	648	105,95
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	558	34	7	27	0	2,072843886	565	105,54
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	556	44	17	27	1	2,096287341	554	105,49
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	412	35	8	27	2	2,096403529	426	89,83
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	471	36	13	23	1	2,071508761	462	102,68
1	1,5	1	0,8	0,1	0,05	0,1	0,3	1	521	36	9	27	2	2,09696359	521	107,63
1	1,5	1	0	0,1	0,05	0,1	0,3	1	66	22	11	11	4	5,002213011	54	100,08
1	1,5	1	0	0,1	0,05	0,1	0,3	1	1	2	0	2	0	5,902448231	1	0,00
1	1,5	1	0	0,1	0,05	0,1	0,3	1	52	11	3	8	3	5,406322586	51	106,83
1	1,5	1	0	0,1	0,05	0,1	0,3	1	20	5	3	2	0	5,016150278	21	46,88
1	1,5	1	0	0,1	0,05	0,1	0,3	1	51	10	3	7	3	4,86824781	46	78,78
1	1,5	1	0	0,1	0,05	0,1	0,3	1	18	5	5	0	1	5,509778546	18	78,84
1	1,5	1	0	0,1	0,05	0,1	0,3	1	30	6	5	1	3	5,158928609	30	67,32
1	1,5	1	0	0,1	0,05	0,1	0,3	1	30	11	4	7	7	5,444632336	26	102,96
1	1,5	1	0	0,1	0,05	0,1	0,3	1	34	8	5	3	5	5,633616249	27	103,40
1	1,5	1	0	0,1	0,05	0,1	0,3	1	35	7	2	5	2	4,618979624	31	94,57
1	1,5	1	0	0,1	0,05	0,1	0,3	1	31	10	5	5	0	5,398068573	32	87,40
1	1,5	1	0	0,1	0,05	0,1	0,3	1	35	6	4	2	2	4,46842458	32	63,29
1	1,5	1	0	0,1	0,05	0,1	0,3	1	58	13	6	7	3	4,891082285	46	75,75
1	1,5	1	0	0,1	0,05	0,1	0,3	1	45	6	3	3	2	4,805127588	39	94,50
1	1,5	1	0	0,1	0,05	0,1	0,3	1	28	8	2	6	2	5,151537846	23	84,11
1	1,5	1	0	0,1	0,05	0,1	0,3	1	20	5	2	3	2	5,490298996	18	53,99
1	1,5	1	0	0,1	0,05	0,1	0,3	1	24	4	3	1	2	4,948546073	22	26,49
1	1,5	1	0	0,1	0,05	0,1	0,3	1	31	11	4	7	3	5,37057457	26	86,71
1	1,5	1	0	0,1	0,05	0,1	0,3	1	10	4	1	3	1	4,881804056	10	81,86
1	1,5	1	0	0,1	0,05	0,1	0,3	1	20	5	2	3	2	5,572721164	18	47,68
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	64	16	8	8	4	4,333332874	59	103,63
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	42	8	4	4	0	4,041000534	42	68,12
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	42	9	4	5	4	4,343339836	40	94,36
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	29	4	3	1	1	4,240477224	27	95,12
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	61	13	3	10	1	4,320517818	57	75,60
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	81	16	6	10	4	4,43066482	81	79,39
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	21	11	7	4	2	4,809569882	19	101,51
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	59	8	5	3	4	4,422943473	56	89,89
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	24	5	2	3	1	4,76142155	22	70,40
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	76	15	8	7	8	4,381332391	66	81,71
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	51	16	9	7	3	4,465420916	45	95,25
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	60	12	5	7	5	4,219277838	59	92,22
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	47	10	3	7	2	4,830976281	46	63,06
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	68	15	3	12	4	4,614424781	60	92,08
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	66	13	4	9	1	4,40770285	66	100,85
1	1,5	1	0,2	0,1	0,05	0,1	0,3	1	71	12	6	6	3	4,270651599	66	41,60
