Calendar	avoikoi	avsettlements	avcoastsettl	avinlandsettl	avelevation	avtradeflow	avtradedistance	avmigrations	avecultivated	RAI
1330	188,3666667	39,51612903	20,66666667	18,93333333	493,1872589	187,4827586	107,4354055	4,592592593	2,639621823	2,634524671
1329	189,0666667	39,61290323	20,66666667	19,03333333	493,5523136	187,3103448	107,5023683	5,555555556	2,634378909	2,676544411
1328	188,8666667	39,64516129	20,7	19,03333333	493,1121922	188,4482759	108,3757785	5,037037037	2,631180796	2,718564151
1327	189,2666667	39,64516129	20,7	19,03333333	493,1404764	188	107,2251957	4,37037037	2,620191473	2,718564151
1326	188,7	39,67741935	20,7	19,03333333	492,3915793	188,3793103	108,0066524	4,888888889	2,613966353	2,760583892
1325	187,8666667	39,67741935	20,7	19,03333333	492,6619405	187,7241379	108,1324574	4,666666667	2,608006796	2,802603632
1324	186,9666667	39,61290323	20,66666667	19	493,7530993	186,4827586	108,0214389	4,481481481	2,604317507	2,844623372
1323	187,4333333	39,64516129	20,7	19	492,9247152	185,7241379	108,1383868	3,851851852	2,597234398	2,886643112
1322	186,1333333	39,64516129	20,66666667	19,03333333	492,9189306	186,137931	107,8007076	4,296296296	2,59252762	2,928662852
1321	186,3333333	39,58064516	20,63333333	19	492,0191116	185,2068966	107,5353307	3,888888889	2,582002395	2,970682592
1320	185,4	39,5483871	20,7	18,9	491,226415	185,1724138	106,8451967	4,148148148	2,575532854	2,970682592
1319	185,7	39,38709677	20,66666667	18,76666667	489,8997798	184,137931	107,1245543	4	2,56716543	3,012702332
1318	186,3	39,32258065	20,6	18,76666667	488,5118507	184,7586207	107,6788282	3,740740741	2,554493899	3,054722072
1317	186,0333333	39,29032258	20,53333333	18,83333333	489,7557717	185,4482759	106,6855478	4,777777778	2,550599461	3,096741812
1316	185,8	39,35483871	20,6	18,83333333	489,0319799	184,8965517	108,4366994	3,851851852	2,545810966	3,054722072
1315	184,6	39,32258065	20,6	18,8	488,5576112	184,9655172	106,033375	3,740740741	2,538919004	3,012702332
1314	184,8	39,29032258	20,63333333	18,73333333	487,6419828	183,7586207	106,7215001	3,740740741	2,532542637	2,970682592
